setup_code,signals_all,unique_tickers_all,avg5_all,avg10_all,avg20_all,hit5_all,hit10_all,hit20_all,signals_recent,unique_tickers_recent,avg5_recent,avg10_recent,avg20_recent,hit5_recent,hit10_recent,hit20_recent,avg5_drift,hit5_drift
A_REV_US,688,121,1.6691235216539047,1.5462792948194768,3.070923988067746,61.627906976744185,60.4075691411936,59.375,145,45,1.062546621463018,-0.1919287917955478,-0.15853276922022888,57.24137931034483,55.55555555555556,48.837209302325576,-0.6065769001908867,-4.386527666399353
D_EU_TACTICAL,455,110,1.1277599205143511,1.5406731248503986,2.2086286095584597,61.89427312775331,68.21192052980133,62.32558139534884,48,24,1.1719387001054615,1.7432326459700414,-3.262564589867885,63.829787234042556,80.43478260869566,47.82608695652174,0.044178779591110384,1.9355141062892471
A_REV_GLOBAL,1201,241,0.807440808817545,1.7572341189822038,3.522099428423311,58.24267782426779,59.71524288107203,65.06734006734007,165,85,0.280069599021921,0.7437277473747861,2.0846435255177513,50.943396226415096,54.43037974683544,58.55263157894737,-0.527371209795624,-7.299281597852691
