signal_date,ticker,setup_code,pattern_family,trend_regime,market_bucket,quality_tier,quality_note,signal_score,signal_score_reasons,entry_price,stop_price,target_price,rsi14,atr14,setup_note,system,A_sobreventa_estructural,B_rebote_suave,D_pullback_controlado,E_microcorreccion_compresion,dist_ema20_atr,dist_bb_lo_atr,body_atr_ratio,wick_low_atr_ratio,bb_width,dist_ema20_pct,dist_ema50_pct,roc10,vol_zscore10,is_trend_up,is_trend_down,is_trend_range,is_supersignal_v40,supersignal_tipo_v40,is_e_prime_v40,is_change_candidate,holding_horizon_days,trade_style,signal_status
2026-04-27,CHTR,A_REV_US,A,DOWN,US_OR_OTHER,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",174.61000061035156,157.75534532019157,199.24372757289308,27.809422373039624,12.965119453969217,Reversal de sobreventa estructural en US/otros con RSI profundo.,v40,True,False,False,False,-3.507026582579774,-0.9224078150620963,-0.3316593469905427,0.20362322144592448,5.471275917759927,-20.66031498161275,-20.803624502259698,-22.841361795997884,0.7196630952514226,False,True,False,False,,False,True,7,mean_reversion_reversal_fast,new
