ticker,signal_date,system,pattern_family,A_sobreventa_estructural,B_rebote_suave,D_pullback_controlado,E_microcorreccion_compresion,close,rsi14,atr14,dist_ema20_atr,dist_bb_lo_atr,body_atr_ratio,wick_low_atr_ratio,bb_width,dist_ema20_pct,dist_ema50_pct,roc10,vol_zscore10,trend_regime,market_bucket,is_trend_up,is_trend_down,is_trend_range,is_supersignal_v40,supersignal_tipo_v40,is_e_prime_v40,is_change_candidate,quality_tier,quality_note,signal_score,signal_score_reasons,setup_code,setup_note,holding_horizon_days,trade_style,entry_price,stop_price,target_price,signal_status,ret_5d,ret_10d,ret_20d,wf_evidence_score,wf_evidence_label
OR.PA,2024-07-18,v40_research,D,False,False,True,False,406.2000122070313,38.99802902360294,7.521949218935056,-1.0224245142473765,2.633857277202871,-0.2392980516855353,0.2260068710317605,7.264533905043316,-1.8581298004528235,-4.899057085320246,-0.4411734786687993,0.5885391838528967,DOWN,EU,False,True,False,False,,False,False,MEDIUM,D_EU_TACTICAL es uno de los pocos setups rescatables.,68,"quality=MEDIUM,pattern_D_weak_base,D_EU_context_rescue",D_EU_TACTICAL,Pullback táctico europeo en contexto específico.,5,tactical_pullback_compact,406.2000122070313,398.67806298809626,416.7307411135404,research,-0.034096518186357505,-0.04517480441178101,-0.0541605104354036,64,OK
CRWD,2024-07-19,v40_research,A,True,False,False,False,304.9599914550781,25.139857622313244,16.48998825248568,-3.6355148791327,-1.806022991724503,0.6337167455457652,0.2674352215772268,4.8366569700034425,-16.42861668718617,-14.378485695007804,-21.74091634496393,2.9902086688913267,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,304.9599914550781,283.52300672684675,336.2909691348009,research,-0.16002095081432077,-0.285512836126425,-0.13910015772152484,85,STRONG
DIS,2024-07-22,v40_research,A,True,False,False,False,94.12999725341795,27.543585360397373,1.5939462148476964,-2.3886615656677463,0.1934887728126202,-0.6148283723784548,0.4015188114171031,5.549011961756462,-3.8875835414238336,-6.909050099073822,-3.327519155562342,2.3381337031073826,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,96,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,94.12999725341795,92.05786717411596,97.15849506162856,research,-0.02114095316939213,-0.0674598816467139,-0.03516410979682194,85,STRONG
CRWD,2024-07-22,v40_research,A,True,False,False,False,263.9100036621094,18.654561860138145,18.409988742821525,-4.963641128783396,-2.305188540462499,-1.1461172735232117,0.1260189431198524,6.782730804424705,-25.71995493259238,-25.143387639335803,-32.45373565204758,2.205635442245376,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,263.9100036621094,239.9770182964414,298.8889822734703,research,-0.019324792666993162,-0.1586146793584452,0.010874900827412493,85,STRONG
CRWD,2024-07-23,v40_research,A,True,False,False,False,268.8800048828125,21.301604856594736,18.39713318878628,-4.24962936380926,-1.0091475399422112,-0.0076090187217158,0.5495430057169476,8.24971704765068,-22.526586649814963,-23.01717020974692,-30.32030644747493,1.0358647634263425,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,268.8800048828125,244.96373173739036,303.83455794150643,research,-0.1310250310419423,-0.13831449630334158,-0.0087399808867894,85,STRONG
DIS,2024-07-23,v40_research,A,True,False,False,False,90.94000244140624,21.01119974443924,1.7872354439559517,-3.5423281950330683,-0.9129956322604932,0.1342886825435794,0.4867826005407692,5.729809397694072,-6.508595578126231,-9.707483849339804,-6.2957242846175205,2.714640554884741,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,90.94000244140624,88.6165963642635,94.33574978492254,research,0.03133932700251907,-0.01066638656984964,-0.013195563508037966,85,STRONG
CEG,2024-07-24,v40_research,A,True,False,False,False,175.0800018310547,27.86043731827733,9.268495710268589,-2.761759384822611,-0.376967109347661,-1.4252573306413403,0.040999628709057,5.373489102245178,-12.755477455867736,-14.580987341431262,-20.25506745732978,0.8887401079808837,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,175.0800018310547,163.03095740770553,192.690143680565,research,0.084075857132486,0.02615948014139402,0.12371489282374148,85,STRONG
CRWD,2024-07-24,v40_research,A,True,False,False,False,258.1400146484375,19.802025404817,18.374482038861817,-4.378481090424884,-0.6003250787275545,-0.6454595741245259,0.0424517706254384,9.549038853294412,-23.760821911503417,-25.328069980558165,-31.061555285592213,-0.0716098777641937,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,258.1400146484375,234.25318799791717,293.05153052227496,research,-0.1014178602655812,-0.10641518137706696,0.05837908093080624,85,STRONG
DIS,2024-07-24,v40_research,A,True,False,False,False,89.80000305175781,19.25381273837881,1.7567186701270656,-3.8477718064071738,-0.8659274712176287,-0.2390810640812131,0.1252341791797613,6.547213520799669,-7.000301034352175,-10.45875067394817,-7.394037412278099,0.2598250756486093,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,89.80000305175781,87.51626878059263,93.13776852499925,research,0.04331847725446458,-0.04276173537624384,0.010244968125614262,85,STRONG
CDNS,2024-07-25,v40_research,A,True,False,False,False,258.3800048828125,26.475932167887137,9.26529928372926,-3.837069497406783,-0.5390339395337079,-0.9303525826008692,0.0237446426678809,8.231506259790637,-12.095193917920488,-12.967058134804477,-17.731716223356752,0.737176217358058,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,258.3800048828125,246.33511581396445,275.9840735218981,research,0.009404724165414047,0.03986371854757209,0.0665685477374851,85,STRONG
CRWD,2024-07-25,v40_research,A,True,False,False,False,254.1499938964844,19.25957527994241,17.9598767021016,-4.2539387255795,0.068266235808828,-0.236082954370001,0.218820693536354,10.875916278781167,-23.1130439343894,-25.71075099729727,-31.39054641319795,-0.3624065809918867,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,254.1499938964844,230.80215418375232,288.27375963047746,research,-0.11776507336046527,-0.05362970667461442,0.05307897334613987,85,STRONG
DIS,2024-07-25,v40_research,A,True,False,False,False,89.20999908447266,18.396221781736216,1.723381687655657,-3.858407190876768,-0.5837186446370759,-0.5048230190756496,0.0,7.203895687316934,-6.936722791474869,-10.660017848606962,-7.65010300867468,-0.0394037231454975,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,89.20999908447266,86.9696028905203,92.4844242910184,research,0.04304454665052804,-0.036430893771477235,0.007958738838236723,85,STRONG
CRWD,2024-07-26,v40_research,A,True,False,False,False,256.1600036621094,20.44191483294655,17.339886511814765,-3.881537733617901,0.947934571496544,-0.2185717041653935,0.2825859991606474,12.031171291246814,-20.80760974115402,-24.378171091939148,-31.01368129661736,-0.4693894371326609,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,256.1600036621094,233.61815119675015,289.1057880345574,research,-0.14939882778476765,-0.05957217968248407,0.0600406178284556,85,STRONG
DXCM,2024-07-29,v40_research,A,True,False,False,False,67.4800033569336,15.949938556663511,6.180720285422911,-5.931929734750293,-1.9337712314084443,0.396394669956995,0.1391424576161219,9.077064342098954,-35.20484965904187,-40.382032134728455,-40.288468205152064,0.5324863475159073,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,67.4800033569336,59.44506698588381,79.22337189923712,research,0.0733550192945207,0.056164687279070646,0.09173080177945336,85,STRONG
MU,2024-07-30,v40_research,A,True,False,False,False,102.55999755859376,27.32851399019781,4.971295024315643,-3.283514406419972,0.4796219440517151,-1.2954375891808547,0.0784502604936679,8.773305273734342,-13.730537914524652,-17.321812630600853,-19.55447542780172,0.1711178265985477,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,102.55999755859376,96.09731402698344,112.00545810479348,research,-0.13221526795422134,-0.04992195045892445,-0.045826804408385824,85,STRONG
CRWD,2024-07-30,v40_research,A,True,False,False,False,233.6499938964844,18.25967004505678,17.8985751103048,-4.2288487264987,1.042133436318323,-0.7765986437250367,0.4151164341290825,12.838028379932569,-24.468312653844627,-29.539782137574026,-36.68879511586426,0.3396933469951253,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,233.6499938964844,210.38184625308816,267.6572866060635,research,-0.008388579098129623,0.061887468827726666,0.1548469660641647,85,STRONG
DXCM,2024-07-30,v40_research,A,True,False,False,False,69.69999694824219,18.93443604606797,5.976383100380147,-5.214401588604453,-0.5449390435101618,0.1940966656975284,0.1204744087870349,10.843762270931755,-30.896544492075527,-37.47868332552429,-39.94485747507136,0.2642965261231353,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,69.69999694824219,61.930698917748,81.05512483896447,research,0.0796270200109066,0.018938303480908747,0.036441908561538394,85,STRONG
MRK,2024-07-31,v40_research,A,True,False,False,False,113.12999725341795,27.47365656255837,3.5477148827768907,-3.166942122414868,-1.2070928829094816,-0.8089722092705539,0.2565020196895167,4.302251502362976,-9.03419058116668,-10.771152115247853,-10.135834616009776,1.2064070722730509,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,113.12999725341795,108.517967905808,119.87065553069404,research,-0.005657203263382038,0.003977765301528935,0.03774422678448297,85,STRONG
DXCM,2024-07-31,v40_research,A,True,False,False,False,67.81999969482422,18.340506824965715,5.826641254168563,-5.130963183550725,0.1325912904695065,-0.3569812762312401,0.140732826864459,12.384171578365608,-30.59498510804035,-38.21612325041798,-40.82540848647484,-0.0793170420558227,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,67.81999969482422,60.24536606440509,78.89061807774449,research,0.022117369607043358,0.032881205646831946,0.03922152276730806,85,STRONG
DXCM,2024-08-01,v40_research,A,True,False,False,False,70.31999969482422,21.85103935887078,5.6540242833071925,-4.383976938470905,1.3799495642630688,0.3837971080796316,0.0070747689650788,13.646658323427856,-26.06231185896796,-35.02286812669308,-36.476963294134194,-0.1333964019704871,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,70.31999969482422,62.96976812652487,81.06264583310788,research,0.016780436722081404,0.02901025205319363,-0.009954450387941516,85,STRONG
MAR,2024-08-02,v40_research,A,True,False,False,False,213.6699981689453,26.0477385330496,5.988119135883504,-3.5666926752822694,-1.0212522216411806,-0.2421456412837803,0.6095392916637209,6.207332092582008,-9.087343107708312,-10.129726520604676,-12.398017727495825,1.423143437916603,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,213.6699981689453,205.8854432922968,225.047424527124,research,0.020124505492614242,0.032245984221896284,0.098376021213052,85,STRONG
MU,2024-08-02,v40_research,A,True,False,False,False,92.6999969482422,27.384903519821137,5.921405226135639,-3.6285409510666273,-0.0543464607597998,-0.7532007257638424,0.2752720327640426,8.144078632175598,-18.81671166422584,-23.67464597809117,-18.86924976798321,1.726546605459132,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,92.6999969482422,85.00217015426587,103.95066687789992,research,0.004099297684169834,0.1649406841303811,0.03818771339878069,85,STRONG
TEAM,2024-08-02,v40_research,A,True,False,False,False,143.67999267578125,26.944797585227064,8.175076620976517,-3.529934789593137,-1.9225992068019244,-1.099684554649495,0.3021361237858369,3.9121621032187233,-16.725344176805645,-17.5818828059069,-18.59490499955736,2.9304025562807348,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,143.67999267578125,133.05239306851178,159.21263825563662,research,-0.015659800352838316,0.07328796335511556,0.15256134844882419,85,STRONG
BAC,2024-08-02,v40_research,A,True,False,False,False,37.58000183105469,27.692451254812923,1.0153869743586268,-3.3258248928439644,-1.1956192946928912,-0.4136335993581225,0.3939399814849593,5.635254157825908,-8.245230812752135,-7.145295642681293,-12.400931248487234,2.3920602851210417,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,37.58000183105469,36.25999876438847,39.50923708233608,research,0.018626847103124566,0.04683337508724672,0.08435332662293127,85,STRONG
MU,2024-08-05,v40_research,A,True,False,False,False,90.41999816894533,26.273588428241126,6.054875801849724,-3.551290981973198,0.199206846273947,0.4607858206893412,0.4492236802739462,8.557293140481454,-19.21204584327858,-24.798355830251985,-21.56488625398576,1.4602854596311967,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,90.41999816894533,82.54865962654068,101.9242621924598,research,0.04667110491219262,0.20139349096698878,-0.020349440114483253,85,STRONG
WFC,2024-08-05,v40_research,A,True,False,False,False,52.119998931884766,27.637616055806237,1.7199333193774191,-3.4389800345227206,-1.1681003211421743,0.4767624916534798,0.6686292417417183,5.268165091868469,-10.191841427809722,-11.340956041824636,-11.870139550580404,1.95701083039662,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,52.119998931884766,49.88408561669412,55.38787223870186,research,-0.0011511427441155409,0.08307755026460262,0.11991558188955609,85,STRONG
SHOP,2024-08-05,v40_research,A,True,False,False,False,52.2599983215332,27.435424995665898,2.9156438885440643,-2.823327801590437,-0.5184106768800907,1.2600989444604551,0.0089164393386244,5.509932208689383,-13.60815212600598,-16.772294585564516,-16.637423087663127,1.677936085375473,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,52.2599983215332,48.46966126642592,57.79972170976693,research,0.30711825014443805,0.43819376341503746,0.36356686614872147,85,STRONG
TEAM,2024-08-05,v40_research,A,True,False,False,False,142.85000610351562,26.614781009939197,8.610428596082548,-3.1194841434003138,-1.1053960435984411,0.7154119674033378,0.162594595571049,4.89477639508578,-15.827045782064408,-17.473565989053984,-18.62716968372889,0.7819214963994238,DOWN,US_OR_OTHER,False,True,False,False,,False,True,HIGH,Patrón A en US/otros: mejor evidencia forward actual.,100,"quality=HIGH,pattern_A_positive_base,A_US_strength,deep_oversold_rsi,deep_ema_dislocation",A_REV_US,Reversal de sobreventa estructural en US/otros con RSI profundo.,7,mean_reversion_reversal_fast,142.85000610351562,131.6564489286083,159.20982043607248,research,-0.016100825715688938,0.11305560522539526,0.14665730523708098,85,STRONG
